,x1,x2,City,Quote,here
24,7.102567307,83.4345703,Sydney,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
25,97.05677559,72.10000898,Mumbai,"Not just Christians and Jews, but also Muslims, Buddhists, Hindus and the followers of many other religions believe in values like peace, respect, tolerance and dignity. These are values that bring people together and enable us to build responsible and solid communities.",
26,43.32564869,40.13322825,Mumbai,"Without freedom, no art art lives only on the restraints it imposes on itself, and dies of all others.",
27,85.30327377,92.89108678,Shenzhen,Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,
28,27.35171972,78.02972663,Mumbai,Don't believe your friends when they ask you to be honest with them. All they really want is to be maintained in the good opinion they have of themselves.,
29,61.41381406,82.38925533,Singapore,"The university's business is the conservation of useless knowledge and what the university itself apparently fails to see is that this enterprise is not only noble but indispensable as well, that society can not exist unless it goes on.",
30,5.744465441,16.00438976,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
31,45.94005696,9.405135107,Mumbai,,
32,68.6396511,85.58578426,Mumbai,Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,
33,16.23332768,50.88420846,Mumbai,,
34,52.70415382,9.850100265,Sydney,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
35,81.97688099,71.53095573,Mumbai,"There is the good and the bad, the great and the low, the just and the unjust. I swear to you that all that will never change.",
36,78.04833746,60.37363678,Shenzhen,,
37,78.57300506,38.09933518,Melbourne,Freedom is nothing but a chance to be better.,
38,86.3200238,20.63667816,Sydney,Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,
39,80.18130139,91.76800058,Mumbai,"The evil that is in the world almost always comes of ignorance, and good intentions may do as much harm as malevolence if they lack understanding.",
40,47.60157957,9.031217615,Singapore,"Well, I've always thought that my career was in England, really. I used to do more in the theatre, and I felt that I should be there. It's not far is it? It's amazing the way that special FX have taken a quantum leap in what they're capable of doing.",
41,40.59713564,3.492874373,Singapore,,
42,57.9503387,91.36282946,Sydney,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
43,17.54464367,4.508478893,Shenzhen,The great secret of success is to go through life as a man who never gets used up.,
44,58.88227185,80.88621902,Mumbai,,
45,95.92416571,85.28822882,Mumbai,,
46,31.00504992,84.14320734,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
47,24.97648823,59.89244615,Shenzhen,Your successes and happiness are forgiven you only if you generously consent to share them.,
48,66.71913497,32.69690471,Shenzhen,Freedom is nothing but a chance to be better.,
49,56.42792236,25.70968175,Shenzhen,"To assert in any case that a man must be absolutely cut off from society because he is absolutely evil amounts to saying that society is absolutely good, and no-one in his right mind will believe this today.",
50,32.70627388,88.75253298,Shenzhen,,
51,2.584982547,64.33146028,Shenzhen,Men must live and create. Live to the point of tears.,
52,62.95823921,54.18922468,Mumbai,,
53,12.23895324,30.54854402,Mumbai,Don't believe your friends when they ask you to be honest with them. All they really want is to be maintained in the good opinion they have of themselves.,
54,64.65720413,83.6870326,Singapore,"If the facts don't fit the theory, change the facts.",
55,31.66227681,90.62513076,Mumbai,"Science has to be understood in its broadest sense, as a method for comprehending all observable reality, and not merely as an instrument for acquiring specialized knowledge.",
56,3.873980045,96.54124512,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
57,57.01537172,89.00954854,Mumbai,,
58,95.9377646,79.98681143,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
59,33.85768726,52.46690952,Singapore,Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,
60,75.67959856,32.33848487,Mumbai,"Without culture, and the relative freedom it implies, society, even when perfect, is but a jungle. This is why any authentic creation is a gift to the future.",
61,14.22711315,76.63255776,Shenzhen,Freedom is nothing but a chance to be better.,
62,13.41892297,90.43800174,Mumbai,"Not ignorance, but ignorance of ignorance, is the death of knowledge.",
63,82.41783085,23.63061798,Singapore,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
64,2.830253146,91.77911703,Shenzhen,"To assert in any case that a man must be absolutely cut off from society because he is absolutely evil amounts to saying that society is absolutely good, and no-one in his right mind will believe this today.",
65,63.80066804,46.89267406,Mumbai,It gives me great pleasure indeed to see the stubbornness of an incorrigible nonconformist warmly acclaimed.,
66,59.82810135,51.55809901,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
67,34.41843814,36.20790446,Shenzhen,,
68,30.63352259,75.61212895,Shenzhen,Your successes and happiness are forgiven you only if you generously consent to share them.,
69,5.435404368,93.14631417,Shenzhen,Freedom is nothing but a chance to be better.,
70,84.2325707,31.46400512,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
71,48.19307378,75.82510149,Mumbai,"There is the good and the bad, the great and the low, the just and the unjust. I swear to you that all that will never change.",
72,2.021391643,46.87865856,Shenzhen,Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,
73,78.8649101,82.08283125,Mumbai,"The science of the mind can only have for its proper goal the understanding of human nature by every human being, and through its use, brings peace to every human soul.",
74,25.99637189,67.0405356,Shenzhen,There comes a time when the mind takes a higher plane of knowledge but can never prove how it got there.,
75,76.36325795,88.34581356,Mumbai,,
76,11.52697045,70.51459916,Shenzhen,It gives me great pleasure indeed to see the stubbornness of an incorrigible nonconformist warmly acclaimed.,
77,43.12133375,88.33383671,Singapore,Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,
78,61.59149539,77.68644595,Mumbai,Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,
79,56.31498683,77.70753715,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
80,69.14423746,89.17954206,Shenzhen,"Without freedom, no art art lives only on the restraints it imposes on itself, and dies of all others.",
81,7.431109133,86.02275595,Mumbai,Don't believe your friends when they ask you to be honest with them. All they really want is to be maintained in the good opinion they have of themselves.,
82,85.44778619,33.87623511,Shenzhen,,
83,70.98134623,99.32130063,Shenzhen,,
84,86.40240915,33.31110291,Shenzhen,"Without culture, and the relative freedom it implies, society, even when perfect, is but a jungle. This is why any authentic creation is a gift to the future.",
85,26.62819831,69.01721982,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
86,54.45182251,43.02187792,Shenzhen,"Sane judgment abhors nothing so much as a picture perpetrated with no technical knowledge, although with plenty of care and diligence.",
87,19.85566139,24.19606426,Sydney,,
88,44.88409008,50.47327809,Shenzhen,Freedom is nothing but a chance to be better.,
89,47.90497206,41.07644989,Mumbai,"The American idea is as promising, imaginative, and full of the unexpected as the land itself. The land represents freedom - the frontier, the ability to make a new future with your own bare hands.",
90,5.92231031,39.59455779,Shenzhen,"The evil that is in the world almost always comes of ignorance, and good intentions may do as much harm as malevolence if they lack understanding.",
91,92.76444083,94.17310287,Mumbai,A man may be a pessimistic determinist before lunch and an optimistic believer in the will's freedom after it.,
92,60.69230766,43.96045578,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
93,42.06384216,27.6910634,Singapore,"But, in the name of the experimental method and out of our poor knowledge, are we really entitled to claim that everything happens by chance, to the exclusion of all other possibilities?",
94,80.99186989,53.82341468,Mumbai,Freedom is nothing but a chance to be better.,
95,10.0167234,15.71905895,Mumbai,Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,
96,22.11687649,41.49274486,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
97,80.64231321,23.66531158,Singapore,"Fiction is such a world of freedom, it's wonderful. If you want someone to fly, they can fly.",
98,94.68734763,50.14978547,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
99,75.84856253,52.54628775,Shenzhen,It gives me great pleasure indeed to see the stubbornness of an incorrigible nonconformist warmly acclaimed.,
100,31.03462225,43.60160106,Shenzhen,Freedom is nothing but a chance to be better.,
101,18.2689666,16.30006882,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
102,32.0936658,84.18072106,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
103,0.598861161,41.01923595,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
104,28.63064406,67.48421562,Singapore,Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,
105,37.80444949,71.02028758,Mumbai,"By having a reverence for life, we enter into a spiritual relation with the world By practicing reverence for life we become good, deep, and alive.",
106,88.20045863,16.14707727,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
107,35.07547199,90.36663636,Singapore,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
108,26.35189793,37.6314946,Mumbai,Freedom is nothing but a chance to be better.,
109,13.83465563,4.656957299,Mumbai,,
110,56.80828951,77.65995099,Shenzhen,"Well, I've always thought that my career was in England, really. I used to do more in the theatre, and I felt that I should be there. It's not far is it? It's amazing the way that special FX have taken a quantum leap in what they're capable of doing.",
111,26.08033828,92.48986566,Mumbai,Men must live and create. Live to the point of tears.,
112,68.30864544,97.87561921,Mumbai,"The university's business is the conservation of useless knowledge and what the university itself apparently fails to see is that this enterprise is not only noble but indispensable as well, that society can not exist unless it goes on.",
113,28.01982698,22.77992433,Shenzhen,Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,
114,90.73989186,89.96953268,Mumbai,Information is not knowledge.,
115,38.87270812,90.8289972,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
116,2.509867586,76.18092382,Shenzhen,"Without culture, and the relative freedom it implies, society, even when perfect, is but a jungle. This is why any authentic creation is a gift to the future.",
117,26.75661854,74.57207444,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
118,19.57935707,21.41243911,Singapore,It's with bad sentiments that one makes good novels.,
119,27.21625459,43.16241099,Mumbai,,
120,39.52825409,62.36923838,Mumbai,Freedom is nothing but a chance to be better.,
121,36.52891377,29.12429704,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
122,7.917270157,39.19469849,Singapore,,
123,70.24703028,71.53245057,Shenzhen,"He who can no longer pause to wonder and stand rapt in awe, is as good as dead his eyes are closed.",
124,78.81801273,10.27578907,Shenzhen,"If people are good only because they fear punishment, and hope for reward, then we are a sorry lot indeed.",
125,37.21212221,6.64143723,Mumbai,"Not just Christians and Jews, but also Muslims, Buddhists, Hindus and the followers of many other religions believe in values like peace, respect, tolerance and dignity. These are values that bring people together and enable us to build responsible and solid communities.",
126,45.64087256,22.75637574,Shenzhen,"Perhaps the prevalence of pedantry may be largely accounted for by the common error of thinking that, because useful knowledge should be remembered, any kind of knowledge that is at all worth learning should be remembered too.",
127,73.47908018,89.39673598,Mumbai,,
128,82.38737467,98.57302101,Mumbai,,
129,40.02065598,72.68791038,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
130,56.30279547,89.82420096,Sydney,I would rather excel others in the knowledge of what is excellent than in the extent of my powers and dominion.,
131,1.306451764,86.47642934,Shenzhen,Freedom is nothing but a chance to be better.,
132,4.126937548,85.4517366,Mumbai,Freedom is nothing but a chance to be better.,
133,2.590904385,90.44831912,Shenzhen,"Without culture, and the relative freedom it implies, society, even when perfect, is but a jungle. This is why any authentic creation is a gift to the future.",
134,72.78778863,44.62939473,Mumbai,,
135,50.39059329,53.62883599,Shenzhen,"The really amazing part, to me, was when Florida made it into the Final Four, the Democrats didn't demand a recount.",
136,84.20401774,77.35303494,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
137,80.22410183,86.25608527,Mumbai,"After all manner of professors have done their best for us, the place we are to get knowledge is in books. The true university of these days is a collection of books.",
138,90.95840682,19.4969065,Mumbai,,
139,88.27161705,56.74540806,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
140,85.02597914,12.22391711,Shenzhen,Men must live and create. Live to the point of tears.,
141,78.82098223,67.55250108,Singapore,A smile abroad is often a scowl at home.,
142,9.919782868,29.75566532,Shenzhen,,
143,74.43011787,95.75058727,Mumbai,I am not only a pacifist but a militant pacifist. I am willing to fight for peace. Nothing will end war unless the people themselves refuse to go to war.,
144,29.59294994,59.91235797,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
145,40.38491903,28.34935589,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
146,34.15303305,45.43750947,Mumbai,,
147,76.90335186,48.2268576,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
148,45.73543211,12.42486231,Shenzhen,,
149,97.31682062,96.32094479,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
150,90.08197577,44.70184795,Mumbai,"There is the good and the bad, the great and the low, the just and the unjust. I swear to you that all that will never change.",
151,67.24930936,87.30547531,Mumbai,"There is the good and the bad, the great and the low, the just and the unjust. I swear to you that all that will never change.",
152,64.98698159,28.08419922,Mumbai,"There is the good and the bad, the great and the low, the just and the unjust. I swear to you that all that will never change.",
153,38.95550601,8.672394464,Singapore,"There is the good and the bad, the great and the low, the just and the unjust. I swear to you that all that will never change.",
154,87.39493284,44.73549025,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
155,17.7358292,19.95809663,Shenzhen,,
156,3.611673461,29.86807234,Sydney,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
157,61.63025105,49.08429899,Mumbai,"There is the good and the bad, the great and the low, the just and the unjust. I swear to you that all that will never change.",
158,2.789737866,21.80934798,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
159,15.30549075,30.68551749,Shenzhen,"Come Christmas Eve, we usually go to my mom and dad's. Everybody brings one gift and then we play that game when we all steal it from each other. Some are really cool, others are useful and some are a bit out there.",
160,54.44257918,2.491866914,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
161,10.85726181,15.15372617,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
162,11.61312244,74.59114667,Mumbai,,
163,63.20032922,20.83386008,Shenzhen,,
164,53.5287847,5.897575384,Mumbai,Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,
165,99.11064073,63.60240164,Mumbai,,
166,28.97622234,73.20508179,Mumbai,,
167,4.083549744,8.324857452,Mumbai,Useless knowledge can be made directly contributory to a force of sound and disinterested public opinion.,
168,42.4551853,8.711933065,Shenzhen,"But, in the name of the experimental method and out of our poor knowledge, are we really entitled to claim that everything happens by chance, to the exclusion of all other possibilities?",
169,12.19759723,19.34102541,Shenzhen,,
170,11.10513513,98.92780792,Mumbai,It's with bad sentiments that one makes good novels.,
171,85.3808945,8.778323419,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
172,90.60725062,17.12999586,Shenzhen,,
173,28.12106854,55.98752275,Mumbai,"After all manner of professors have done their best for us, the place we are to get knowledge is in books. The true university of these days is a collection of books.",
174,20.66421511,29.19283782,Singapore,"Perhaps it's good for one to suffer. Can an artist do anything if he's happy? Would he ever want to do anything? What is art, after all, but a protest against the horrible inclemency of life?",
175,83.26971431,91.91531539,Sydney,,
176,50.61069035,24.59419521,Mumbai,It is the supreme art of the teacher to awaken joy in creative expression and knowledge.,
177,96.98969326,62.21780938,Shenzhen,But what is happiness except the simple harmony between a man and the life he leads?,
178,32.20984996,12.58782956,Mumbai,,
179,77.07054939,0.287737674,Shenzhen,The purpose of human life and the sense of happiness is to give the maximum what the man is able to give.,
180,80.99736876,14.48093597,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
181,1.223324728,0.144869229,Mumbai,Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,
182,39.26144028,86.84224687,Mumbai,Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,
183,11.32129184,22.88487477,Mumbai,When we are dealing with death we are constantly being dragged down by the event: Humor diverts our attention and lifts our sagging spirits.,
184,55.99463864,98.20606727,Mumbai,Freedom is nothing but a chance to be better.,
185,75.59422401,81.08785038,Mumbai,It gives me great pleasure indeed to see the stubbornness of an incorrigible nonconformist warmly acclaimed.,
186,66.63964633,44.11476387,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
187,48.29851866,24.7181372,Mumbai,Television has brought back murder into the home - where it belongs.,
188,50.9765259,22.72463553,Mumbai,,
189,13.28245227,2.86961121,Mumbai,,
190,40.93669306,66.05813692,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
191,50.96317227,81.4954137,Shenzhen,Men must live and create. Live to the point of tears.,
192,43.96212385,30.21436739,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
193,12.45547088,3.891449166,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
194,46.91100516,30.71988062,Shenzhen,,
195,1.762771979,88.88834862,Shenzhen,Chess is not only knowledge and logic.,
196,59.91846176,30.48231201,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
197,6.790609588,49.31002792,Singapore,"Looking back 25 years later, what I may say is that the facts have been far better than the dreams. In the long course of cell life on this earth it remained, for our age for our generation, to receive the full ownership of our inheritance.",
198,28.39306598,63.80364785,Mumbai,Freedom is nothing but a chance to be better.,
199,7.075224887,14.66422954,Singapore,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
200,48.36775432,12.23951411,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
201,33.17159647,96.72845113,Shenzhen,"A man's work is nothing but this slow trek to rediscover, through the detours of art, those two or three great and simple images in whose presence his heart first opened.",
202,15.41565938,4.925585096,Singapore,Freedom is nothing but a chance to be better.,
203,49.2421746,7.836695598,Mumbai,"But, in the name of the experimental method and out of our poor knowledge, are we really entitled to claim that everything happens by chance, to the exclusion of all other possibilities?",
204,95.2478467,20.90309265,Mumbai,"Without culture, and the relative freedom it implies, society, even when perfect, is but a jungle. This is why any authentic creation is a gift to the future.",
205,88.60032549,67.34220153,Mumbai,Most people say that it is the intellect which makes a great scientist. They are wrong: it is character.,
206,39.06646834,39.67815624,Singapore,"All the characters in my books are imagined, but all have a bit of who I am in them - much like the characters in your dreams are all formed by who you are.",
207,73.71909583,95.00285902,Mumbai,Useless knowledge can be made directly contributory to a force of sound and disinterested public opinion.,
208,46.56158728,38.36903197,Shenzhen,Men must live and create. Live to the point of tears.,
209,1.87349699,46.92020095,Shenzhen,,
210,45.47154126,50.98651911,Mumbai,"There is the good and the bad, the great and the low, the just and the unjust. I swear to you that all that will never change.",
211,24.79867064,80.00824144,Mumbai,"After all manner of professors have done their best for us, the place we are to get knowledge is in books. The true university of these days is a collection of books.",
212,99.12738726,85.71331913,Melbourne,,
213,74.74120359,54.57575922,Mumbai,"The business of a scientific school is the dissemination of useful knowledge, and this is a noble enterprise and indispensable withal society can not exist unless it goes on.",
214,42.49502441,34.56826024,Shenzhen,,
215,71.22461146,85.10289558,Mumbai,,
216,30.86654653,30.22433436,Mumbai,,
217,79.37314792,16.21831872,Mumbai,Don't believe your friends when they ask you to be honest with them. All they really want is to be maintained in the good opinion they have of themselves.,
218,31.17627336,49.73906081,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
219,72.63320566,19.66105362,Shenzhen,"There is the good and the bad, the great and the low, the just and the unjust. I swear to you that all that will never change.",
220,20.08991081,52.80532057,Shenzhen,Freedom is nothing but a chance to be better.,
221,53.29053227,1.302401,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
222,15.19967432,62.91600901,Singapore,"Considered now as a possession, one may define culture as the residuum of a large body of useless knowledge that has been well and truly forgotten.",
223,7.658229349,84.12555517,Mumbai,"There's only one effectively redemptive sacrifice, the sacrifice of self-will to make room for the knowledge of God.",
224,77.60200719,97.14495756,Mumbai,"To assert in any case that a man must be absolutely cut off from society because he is absolutely evil amounts to saying that society is absolutely good, and no-one in his right mind will believe this today.",
225,71.56934473,44.46710357,Singapore,,
226,32.0832876,83.38856671,Shenzhen,An empty stomach is not a good political adviser.,
227,88.3186867,62.82745639,Mumbai,,
228,20.56295311,16.07568543,Mumbai,Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,
229,76.38359857,51.68991892,Mumbai,,
230,80.52548866,57.41866496,Mumbai,"Without freedom, no art art lives only on the restraints it imposes on itself, and dies of all others.",
231,84.24224167,50.90831351,Mumbai,,
232,90.84747119,9.236415476,Mumbai,,
233,56.1390643,49.93401261,Mumbai,"The business of a scientific school is the dissemination of useful knowledge, and this is a noble enterprise and indispensable withal society can not exist unless it goes on.",
234,33.70505129,45.53731349,Shenzhen,"By having a reverence for life, we enter into a spiritual relation with the world By practicing reverence for life we become good, deep, and alive.",
235,83.84057633,59.77055025,Shenzhen,"Looking back 25 years later, what I may say is that the facts have been far better than the dreams. In the long course of cell life on this earth it remained, for our age for our generation, to receive the full ownership of our inheritance.",
236,5.073464033,24.07640114,Singapore,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
237,95.14510264,98.93170937,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
238,61.72016102,75.78409165,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
239,3.705354081,20.70493943,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
240,61.28352594,4.354747618,Mumbai,,
241,32.21614631,64.52543174,Singapore,"Looking back 25 years later, what I may say is that the facts have been far better than the dreams. In the long course of cell life on this earth it remained, for our age for our generation, to receive the full ownership of our inheritance.",
242,10.99456316,54.19506445,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
243,21.10151888,75.57594844,Mumbai,,
244,13.32303188,29.34442705,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
245,74.57544126,73.84550755,Singapore,"There is the good and the bad, the great and the low, the just and the unjust. I swear to you that all that will never change.",
246,11.8374039,72.01250934,Mumbai,,
247,86.1029543,16.61139217,Sydney,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
248,33.9093833,46.71855371,Shenzhen,,
249,98.43536362,71.02725573,Shenzhen,,
250,66.73705399,88.13195545,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
251,25.99428939,74.95193488,Mumbai,,
252,31.95605825,2.459058631,Shenzhen,Freedom is nothing but a chance to be better.,
253,61.53013925,22.01960341,Shenzhen,"Without freedom, no art art lives only on the restraints it imposes on itself, and dies of all others.",
254,38.61710387,70.37599324,Shenzhen,A man may be a pessimistic determinist before lunch and an optimistic believer in the will's freedom after it.,
255,8.70292387,0.169575145,Mumbai,"There is the good and the bad, the great and the low, the just and the unjust. I swear to you that all that will never change.",
256,35.63310714,7.338432223,Mumbai,I am not only a pacifist but a militant pacifist. I am willing to fight for peace. Nothing will end war unless the people themselves refuse to go to war.,
257,71.19637993,50.10943115,Mumbai,"Like every man of sense and good feeling, I abominate work.",
258,6.187275192,57.77316075,Shenzhen,,
259,70.81232481,10.44208675,Shenzhen,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
260,72.57900804,8.904131083,Sydney,,
261,47.66186015,77.15395009,Singapore,,
262,15.11598455,75.74453934,Shenzhen,,
263,46.64911784,84.58286624,Mumbai,"The evil that is in the world almost always comes of ignorance, and good intentions may do as much harm as malevolence if they lack understanding.",
264,89.32240186,65.30436645,Shenzhen,,
265,86.20835342,92.23585294,Mumbai,When you are courting a nice girl an hour seems like a second. When you sit on a red-hot cinder a second seems like an hour. That's relativity.,
266,55.4151369,32.71232173,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
267,19.18326758,89.92978649,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
268,49.22433631,90.66595233,Shenzhen,"The evil that is in the world almost always comes of ignorance, and good intentions may do as much harm as malevolence if they lack understanding.",
269,7.217601174,82.09703492,Mumbai,,
270,55.48565655,26.59489315,Mumbai,"There is the good and the bad, the great and the low, the just and the unjust. I swear to you that all that will never change.",
271,45.64801154,25.44210968,Mumbai,"A free press can, of course, be good or bad, but, most certainly without freedom, the press will never be anything but bad.",
272,47.57189788,21.51032598,Sydney,,
273,38.81536066,41.98333807,Mumbai,"To assert in any case that a man must be absolutely cut off from society because he is absolutely evil amounts to saying that society is absolutely good, and no-one in his right mind will believe this today.",
